,beta=0.0,beta=0.01,beta=0.02,beta=0.03,beta=0.04,beta=0.05,beta=0.06,beta=0.07,beta=0.08,beta=0.09,beta=0.1,beta=0.11,beta=0.12,beta=0.13,beta=0.14,beta=0.15,beta=0.16,beta=0.17,beta=0.18,beta=0.19,beta=0.2,beta=0.21,beta=0.22,beta=0.23,beta=0.24,beta=0.25,beta=0.26,beta=0.27,beta=0.28,beta=0.29,beta=0.3,beta=0.31,beta=0.32,beta=0.33,beta=0.34,beta=0.35,beta=0.36,beta=0.37,beta=0.38,beta=0.39,beta=0.4,beta=0.41,beta=0.42,beta=0.43,beta=0.44,beta=0.45,beta=0.46,beta=0.47,beta=0.48,beta=0.49,beta=0.5,beta=0.51,beta=0.52,beta=0.53,beta=0.54,beta=0.55,beta=0.56,beta=0.57,beta=0.58,beta=0.59,beta=0.6,beta=0.61,beta=0.62,beta=0.63,beta=0.64,beta=0.65,beta=0.66,beta=0.67,beta=0.68,beta=0.69,beta=0.7,beta=0.71,beta=0.72,beta=0.73,beta=0.74,beta=0.75,beta=0.76,beta=0.77,beta=0.78,beta=0.79,beta=0.8,beta=0.81,beta=0.82,beta=0.83,beta=0.84,beta=0.85,beta=0.86,beta=0.87,beta=0.88,beta=0.89,beta=0.9,beta=0.91,beta=0.92,beta=0.93,beta=0.94,beta=0.95,beta=0.96,beta=0.97,beta=0.98,beta=0.99,beta=1.0
148,4.508949328626828,6.201061125259453,6.865339091502774,7.2291377780175585,7.448678603939705,7.607746917657036,7.71850001274357,7.812972207483537,7.882275920160406,7.924882300564666,7.977180674681121,7.978747240955609,8.028775107401769,8.031861666766572,8.059858957129123,8.062665356578453,8.078749740098209,8.081537152202237,8.084750896536178,8.125502157212718,8.0638480849081,8.088865787929228,8.087522923801135,8.032860547545788,8.05635119098403,8.055018330058923,8.043248942070909,8.06061371843939,8.06804643638482,8.044523207840104,8.050070280420881,8.050710542782504,7.987932981581829,8.040048831597382,8.04631001032152,7.991218387338374,8.012173306232908,7.962133843763567,7.965465410116372,7.9421029911814545,7.922158712386484,7.950991459627668,7.890161034417055,7.8934050393362165,7.937148558171046,7.89603141671923,7.8539774254679235,7.8835953917,7.887455876955314,7.826938390102412,7.849631324094934,7.831092590560613,7.7371780440726345,7.802793032620947,7.821881984065958,7.767144563230958,7.770336367661499,7.756741631494319,7.807486713912392,7.702645368582399,7.693269237734799,7.677829620193331,7.707161404032177,7.68695814654433,7.721052734133767,7.703165241213298,7.686700812836666,7.623216288427698,7.575674451939791,7.627699397239716,7.664284779036501,7.541648568685986,7.492545174431376,7.4959197110282805,7.578885653269491,7.5150849835519935,7.534806608564065,7.498935142513942,7.537569099205524,7.560744902527566,7.562498741964977,7.51627294140576,7.479711848509654,7.4922526964770855,7.4483961912575305,7.455189544876937,7.422954692142231,7.3896960044791555,7.434084723517749,7.3701344797688995,7.423830681323152,7.444815729623174,7.365418456050002,7.290271047661307,7.418395418485644,7.352620006743979,7.393767980240928,7.369654728900321,7.274254416327947,7.331564323894218,7.308862843676376
149,4.50907283835754,6.2075166292558155,6.871769883233936,7.235065580552205,7.454626885440805,7.613243949452405,7.723795725997536,7.817718428451602,7.886831582840309,7.929702212666616,7.980993634956301,7.983219064975924,8.033066814390493,8.035626484049981,8.064125394612207,8.065753254599292,8.082483090642116,8.084724409113548,8.088414829819607,8.129526129456202,8.0674762791875,8.092254054247174,8.09108528585982,8.036451129674077,8.05971501094755,8.058413281784505,8.046349163217744,8.063589790902952,8.071481015997525,8.04764541473035,8.052546553467007,8.053745834874718,7.991514414654164,8.043582585695875,8.049812590332788,7.995165562686911,8.014958787472397,7.965011242850871,7.968577949618165,7.94497646125665,7.9255774400729955,7.95416238382034,7.893079387257623,7.896232161627236,7.939659628237048,7.8996417320278445,7.856979722561571,7.886940182230489,7.890873265566297,7.830082665298791,7.852496272992211,7.8343132997349345,7.740539217781974,7.805756907044967,7.8250012405081595,7.769990072610544,7.773297398751911,7.759718464845669,7.810048569226291,7.705896518980729,7.696343468763845,7.681261375410812,7.710015361593441,7.690083148901062,7.723983919678116,7.706043973487124,7.689827066681254,7.626372108055875,7.578561288095056,7.630566205673804,7.6667763139877625,7.544112873630054,7.495398506065407,7.498700797434051,7.581566134707435,7.517966125223013,7.5383978225888795,7.502006279601838,7.540813280888509,7.563019183137093,7.5652554218801935,7.519131202777974,7.482557902605058,7.4950508922234516,7.451311342036483,7.457959554286444,7.4260817830650545,7.392526271193058,7.436436598023161,7.373211127779388,7.426301010374611,7.4474811586403735,7.367962606272799,7.293095820384924,7.420971498275275,7.355366849006898,7.396611639119934,7.372457793665663,7.2769413138177335,7.334385702057908,7.311749081293062
150,4.508367686236907,6.214135977776328,6.878971419056812,7.241357533109972,7.46060117919433,7.618752895908521,7.728878249636391,7.823050860867977,7.891743391953146,7.934450401800893,7.9856940989472145,7.987584189488795,8.037421815132085,8.040189154366729,8.068269354934708,8.07004101179285,8.085471642647015,8.088705084440768,8.091587539082358,8.132866689551665,8.07178104070665,8.095917457239386,8.094359792525502,8.040174985724756,8.063292065395418,8.061543218314926,8.04957003125254,8.066797595379773,8.074087341292547,8.050900158230945,8.055728559993966,8.056590334612062,7.994687250904335,8.046514114745897,8.052593215065269,7.998588492930553,8.018192400923631,7.9679479521912855,7.9714913633736,7.948113160368249,7.928848050977213,7.956762415229654,7.8960718930426115,7.899558092944938,7.942784173596492,7.902720393626701,7.859657891741558,7.890424551383974,7.89388855095735,7.833257393982488,7.855127976386496,7.837459212166195,7.744004986808118,7.808734299660734,7.82780777926399,7.772888968316835,7.775767928316509,7.762753273396029,7.812862797437589,7.709257097534503,7.699762318423798,7.683842678321498,7.713037278721568,7.692891261161012,7.726677318861096,7.708389378019609,7.692405671373058,7.629617884326641,7.58157280848679,7.633547202337485,7.669494618861911,7.546721423967843,7.4979653110641555,7.5011777442193495,7.584292825586462,7.520700278504297,7.5411641314655435,7.5048124685712185,7.543460231383762,7.5652215168710795,7.568208356103473,7.5216987548707115,7.485254938638748,7.498046740213403,7.454463728644922,7.460829614655719,7.429439808232932,7.395229770697451,7.438872244951581,7.376102776675111,7.429037100274443,7.450076064381968,7.37056354084551,7.296043153134036,7.423396890205156,7.358366892588081,7.399521686044308,7.37472966233889,7.279794354563062,7.337287745212291,7.314348771425959
151,4.508365302007372,6.220944095464996,6.8859538941981,7.2477628824454,7.467070468482028,7.6246672742330075,7.733645707286349,7.82806107687202,7.8964862796345905,7.939041197965547,7.99042572038351,7.992371057271389,8.041208450959891,8.043597318360042,8.072726982336519,8.073570510999732,8.089602218969427,8.092453370644833,8.095053681233523,8.136551835253014,8.074845799186631,8.099305848553742,8.09757790670382,8.042997047236378,8.066618051843871,8.06521784490891,8.052615778012504,8.070284603211837,8.076931333168446,8.054227515602092,8.059381443429787,8.059822397094392,7.997965234283965,8.049648133619693,8.055579763135785,8.001234384505858,8.021404569724332,7.970976541260355,7.974290538335944,7.95125122561952,7.932244386757678,7.959542212001384,7.899500498681456,7.902483089319007,7.945541757361912,7.905345845160067,7.862529655902037,7.893226137795164,7.896678759689853,7.8363053967024205,7.857963796790782,7.840365052949244,7.746962180395323,7.811766109474985,7.830597583379594,7.776080142114133,7.778434986092615,7.765181737532468,7.815484006843929,7.712181973767319,7.703006457592995,7.687023768756715,7.71610453495165,7.695476211100607,7.729383006634025,7.711113936072412,7.695609875859186,7.632538983291153,7.584686363549154,7.6363386562929865,7.672100354413082,7.5493352151835165,7.500763667818291,7.504103809647327,7.587159284019167,7.52335073657444,7.544241768380501,7.507655856249043,7.546311232075998,7.567416895391497,7.570814775830804,7.52457385049736,7.488141384250196,7.501012271353879,7.457101195351353,7.463825020797479,7.4323788035208205,7.398569772515628,7.441936550562454,7.379286451905136,7.431365122454171,7.4528843844338075,7.373022313794192,7.29873495162473,7.426360956623214,7.361198586462393,7.4025922482584,7.377570427610359,7.282577565644616,7.3401107442525015,7.316735465254766
152,4.507839617795141,6.226857224073695,6.892046078126928,7.253600539419396,7.472585220719069,7.630400436454134,7.739112073673591,7.83269442915452,7.9006451857219355,7.943405770314556,7.994460457028638,7.996726189117728,8.045305047511421,8.047221646992819,8.076881385621396,8.07699861258771,8.093042746671577,8.09612112398476,8.098447035337756,8.139730090567152,8.078113289072178,8.102541478848073,8.101205672192446,8.046354466652332,8.070023672581778,8.06830243131882,8.055674207968385,8.073364381611428,8.0800290232095,8.05732493967831,8.062841320649627,8.063024130090897,8.00127697703427,8.053111238688121,8.058376179571923,8.003871992574304,8.02415870551357,7.974086790100912,7.9774668666078785,7.95414815389637,7.935216636647003,7.962627833342483,7.902489560332202,7.905829022049942,7.9484272283184705,7.908464692027865,7.865473349152887,7.895829125904772,7.8999503308560035,7.8391213199364795,7.860939209720128,7.843169320442229,7.7505789116472235,7.814440416412322,7.83333551409234,7.778882768317073,7.780843264240239,7.768352618342206,7.818256941522331,7.715385199075325,7.7060706001225885,7.690031250587368,7.718949796041678,7.697784049935112,7.732056644311956,7.713762128389726,7.698604062438923,7.635095070484432,7.58746977016148,7.639562456683129,7.674986844431476,7.552099794195992,7.50349586556119,7.506835429456847,7.590487830798084,7.526001297373289,7.546958958280987,7.510605903931695,7.549051269800745,7.569931681353568,7.573227686030227,7.527524670554059,7.491313691735614,7.5034157272738025,7.459941291558581,7.46701843969235,7.435216326859546,7.401494072511051,7.44455089945438,7.382257071381874,7.434086066108799,7.455716848443138,7.376015010091926,7.301878384497058,7.4292720821658795,7.363318396237578,7.405486029834713,7.379731773685412,7.285180376080785,7.342657789009736,7.319496268796044
153,4.507745225001579,6.234161668912655,6.898307315414889,7.25998376699095,7.478377792533163,7.635412257719755,7.744036809707626,7.836565965554987,7.904911924777689,7.94748651060581,7.998974140029606,8.0010902856647,8.049688310482406,8.05153961273353,8.080843683949771,8.08032910696757,8.096674698720705,8.100015070999085,8.102177646313995,8.143043372498365,8.082058592711668,8.105754956824304,8.104409422878343,8.049842338262517,8.07339206329923,8.071109038729507,8.05865758085219,8.07654595271046,8.083035095192132,8.059922039137652,8.066631272709952,8.065807954125802,8.004626316048919,8.056339004959906,8.061077315534662,8.00732649629515,8.026986419639274,7.976368268639645,7.98035857445754,7.957317671570162,7.93804719729155,7.96521438428721,7.905443607057318,7.908991517122833,7.9512856914230365,7.911336696914782,7.868572694900978,7.89873587661939,7.902656577692212,7.842601431552475,7.863320070210486,7.846441939554949,7.753818636367107,7.817365300764098,7.836695283117524,7.7815522485373085,7.782919775413601,7.77111832384748,7.820887934236878,7.717745981461048,7.708502261232536,7.692987486212489,7.721580311268407,7.700024506591944,7.735145847871732,7.716503888870694,7.70146575456374,7.637874063836937,7.590372847203208,7.642589949794818,7.677556272602408,7.5548219510901475,7.506226500633692,7.509516690650153,7.593391381589783,7.529005679337984,7.549605481577938,7.513654216807901,7.551643400445768,7.572286006694153,7.575941695898187,7.529725279890388,7.49403717714,7.505827928614495,7.462529356848894,7.469985603077115,7.438279514043423,7.404123326373921,7.447671198280582,7.385029756117141,7.436922650053835,7.458387091526138,7.3785563067166,7.3048825674070335,7.431894731999089,7.365734823135027,7.408239318245066,7.382266058234286,7.287493253482683,7.345107230328237,7.322676174288026
154,4.508947545105667,6.24091452562509,6.904546214057864,7.265870723556429,7.483914494756966,7.641058854674325,7.749161522807459,7.842170664903928,7.909606692995664,7.951463989365971,8.003199791298622,8.005173252041573,8.05349925442981,8.054837284597857,8.084203506071193,8.083976951007175,8.099968537144806,8.103150154166302,8.105776729538936,8.146346919737844,8.0859552005041,8.10952561795161,8.108221127298828,8.053249651284775,8.077042456594098,8.073990266406218,8.061962099747861,8.079775041162957,8.08640594594782,8.062849630565314,8.069910910761845,8.068425938471805,8.007791904140541,8.059236813508301,8.063809504232767,8.010565367500197,8.029571428403036,7.97939397630341,7.9835620442512925,7.960479319223351,7.940493722550142,7.967517521860005,7.908537573571778,7.912047852038777,7.9539422108752325,7.914405109426536,7.871269380558236,7.901638313055929,7.905469770122377,7.84561811640005,7.865907069326548,7.849207699584712,7.756829878685128,7.820237902721037,7.839217647395873,7.784617349470245,7.785495565573813,7.773619205270202,7.823844408063963,7.720358699557892,7.711600492251314,7.6961166320787315,7.724316294444261,7.702941894857289,7.737667349426936,7.719060351798579,7.704251686103251,7.640450516035411,7.592672290581461,7.645285463804064,7.680342430231812,7.557201904871667,7.508888349835206,7.512449901470647,7.595890030029841,7.53170630354846,7.552718331498412,7.516323328770478,7.554566076997479,7.574905935023462,7.578594129317826,7.532304898721171,7.496841261610565,7.508974894163539,7.465624326034917,7.472622201234436,7.441041395733121,7.407019734869973,7.450301702931015,7.387918637894517,7.43980125505016,7.4610629479138835,7.381207979071584,7.307697787756239,7.434469367422968,7.368363743475158,7.411061311413957,7.384939710191729,7.290547757722229,7.347817511847653,7.325289401983928
155,4.5090887242108595,6.24757781384014,6.911141757662434,7.272404798557685,7.4901902373345735,7.646764693158482,7.7543435598636234,7.847229472507483,7.914651544073868,7.956087173350648,8.007377168008665,8.009340328337874,8.057601195724466,8.058302312460487,8.088001432538267,8.087522579882892,8.103844417338621,8.106422879861864,8.109094787320346,8.149705756596298,8.089086036674203,8.112663519770436,8.111407564419764,8.056529296872558,8.079995668942445,8.076422528474096,8.0652784452272,8.083170151275432,8.089073976439153,8.065799716509018,8.073225001626929,8.071507578767006,8.011088554850295,8.062393800329327,8.066687107777213,8.013627276927018,8.032482279714557,7.982608717011462,7.986748485320993,7.963464296698147,7.943830384943119,7.970415211193959,7.911368981158721,7.914978182679774,7.956737870432571,7.917211972312177,7.874025673586453,7.904502311832425,7.9079667900483965,7.848368108005751,7.868615849556631,7.852254703669711,7.760095774176913,7.822955982470935,7.842040871085493,7.787834266108807,7.787986375129111,7.77611844299796,7.826101768833825,7.723072193402511,7.713917594675226,7.69957383401913,7.727120505660634,7.705366544373935,7.740469672255289,7.721896283029919,7.7067391245326355,7.643134493508035,7.595619619413243,7.648255963588495,7.682754584949089,7.559884087994978,7.511579963821222,7.515460137671532,7.598785362856702,7.534440220655059,7.555518918484106,7.519118627988388,7.557412618856364,7.5771100051356335,7.581135337481761,7.535101070566362,7.49900676189857,7.511435182782283,7.468622581126517,7.475300676170733,7.443974466661389,7.409468283743082,7.45292888110966,7.390357951644356,7.442495431448298,7.46333667584419,7.383776361647766,7.310473353385683,7.4368031220069115,7.37099449213761,7.413948882299687,7.387333653564284,7.293264239202796,7.35046492835874,7.328032426638416
156,4.509778236395983,6.25530931933631,6.9180510540293385,7.277941372258013,7.496251440348918,7.651318560866084,7.758682867095408,7.852289501146458,7.919105643861077,7.960107623804796,8.011577600392952,8.013724423874898,8.06138116537024,8.061755913739619,8.091838062140592,8.091313829830918,8.107589343018361,8.110120601441578,8.112689790929828,8.153329609003677,8.0922109418257,8.11623346943636,8.114821408723756,8.06016467482099,8.08336082655656,8.079489158377447,8.068576738995446,8.085829748413415,8.091780173189413,8.06867799470508,8.076173972719504,8.074289602813097,8.014353585867612,8.065352694349953,8.069644083473186,8.016201980040988,8.035182492703091,7.985743912878753,7.989748658211345,7.966385486211038,7.946829210689083,7.9732357216868674,7.914322930589165,7.917657030740031,7.95931452343798,7.92016311784699,7.876900802934363,7.90720796559126,7.911126854635635,7.851060963280997,7.871636077639111,7.85490278462478,7.763106970247604,7.825788925691304,7.844577074871883,7.790499533864428,7.790459951704279,7.779251788575212,7.82863950824714,7.7260881109074235,7.716673243657691,7.701648149406807,7.730237001784745,7.708180126089761,7.743126845989263,7.724430843199407,7.7094847048515565,7.645837405499915,7.598248051070668,7.65092976545522,7.685060553892016,7.562566843641478,7.514197466009092,7.517987545160385,7.601591272101849,7.537160553694,7.558536114760411,7.521421020017393,7.560313016622297,7.5794594406135625,7.58411981815147,7.537524945351913,7.502010383173934,7.514232709397001,7.471070189766531,7.478083094403882,7.446744929500141,7.41211580843071,7.455641678855004,7.39308251731946,7.445017115272274,7.465998189274449,7.386377729106779,7.313103776113454,7.439545150862144,7.3736905132765065,7.416461218177472,7.389909370678643,7.296032044649472,7.353221984961205,7.330946625980261
157,4.5096718355167384,6.2606142027693545,6.92465338230137,7.283747120847758,7.50174855521892,7.6567284435988725,7.763918320644452,7.856528342985186,7.923940831366829,7.964003927192019,8.01596931474761,8.01729738561682,8.064919970421426,8.065038390764956,8.095858129414383,8.094693214408673,8.111326495665478,8.113362122957444,8.116370956936093,8.156439008457113,8.095666789068586,8.119279866713887,8.118087688508918,8.06307310281941,8.086692199984297,8.082315383999507,8.071145714486818,8.08895840083408,8.094942787376569,8.071593732145427,8.079230278026447,8.076954517792558,8.017482635728392,8.067871017960544,8.072296157549056,8.019519117877591,8.03822673585415,7.988582990426145,7.993032223321783,7.968760485085167,7.9498738552866035,7.975862211843085,7.917072569542389,7.921085013956876,7.961887382323208,7.922653287986308,7.87959146327408,7.910515691930552,7.91422930986196,7.853885586756727,7.8743318193083685,7.857329612501409,7.766101667969302,7.828404345228483,7.846803141766482,7.793535691662834,7.792853791491837,7.7815390768673725,7.831165773262862,7.728661013229214,7.71952763818342,7.704371333218258,7.732873802773574,7.710833514116749,7.745911036113698,7.72701122599856,7.712298998533804,7.648611847506258,7.600569654507976,7.653960122802524,7.687755692266703,7.565068125336233,7.516815382215893,7.520472868899504,7.604521952110162,7.539697488284524,7.561379872346439,7.524037520763436,7.563321311738487,7.582116623105659,7.586955153778779,7.540030237848595,7.504920840265813,7.516464314526356,7.473839432428579,7.48072610191977,7.449452303073254,7.414791310351628,7.45811397098933,7.395833147120406,7.447823193893133,7.468401836849965,7.3883906854184405,7.315934237651604,7.442090438685947,7.376577277517524,7.419047562835802,7.392295515400646,7.2986607561573456,7.356118576995283,7.3334387098567975
158,4.509608425835598,6.267232573119601,6.930556400920892,7.289391435363384,7.507441138285993,7.661702716287949,7.769134641818431,7.861035464769868,7.927683763618816,7.967990234063996,8.020036550670687,8.021119101658984,8.068886029075049,8.068890428491638,8.099364219149562,8.098415417862245,8.114566661273646,8.11741638788226,8.119597672553915,8.160013785336256,8.09892415751073,8.122690595776373,8.121014318889795,8.065933225274783,8.089899210046886,8.085273920178807,8.074123465535097,8.091805403599377,8.097860769294998,8.074753396270975,8.082024358561382,8.079731337531321,8.021008754592245,8.071340668028865,8.07488833611891,8.022941955833218,8.04099196622873,7.991338952003019,7.996258538291345,7.971878265782891,7.952921364656271,7.978631598382949,7.920154312408117,7.924112081835317,7.964638702157651,7.9252209211062254,7.881993334338027,7.913231967346865,7.916526156350367,7.856920201926533,7.87726115765377,7.860201503805601,7.76919666607566,7.831333562065549,7.849342871224578,7.796943566785657,7.795396608241261,7.7844622123879015,7.833740237953693,7.731910426488105,7.722255941263316,7.707303980159845,7.7349542882248405,7.713401607444987,7.748864278596525,7.7295113498768835,7.7148858752789655,7.651278882047157,7.603128243273646,7.656489864675267,7.690123769648343,7.567089020563326,7.519465821993892,7.522780133709018,7.607205188918414,7.542612665872661,7.564287640918058,7.526598882098096,7.566130273754719,7.5845836384965395,7.58913242912091,7.542675547306846,7.50734040671503,7.519038162945832,7.476544660796652,7.483268148562156,7.452034562329498,7.417358017204422,7.46074071347404,7.398710581251273,7.450582281959915,7.471008739011849,7.390939252800852,7.318693726854739,7.444753722711479,7.379112571739841,7.42148582158002,7.394581019828771,7.300982235995771,7.358302102729148,7.335764556156434
159,4.5087839870807604,6.272782393609257,6.937159768224064,7.295046106448863,7.511929413315274,7.666950916647282,7.773549511929544,7.865555744578877,7.932151320338132,7.972052853798414,8.024227080536798,8.02564977885699,8.07283247775812,8.072477335743404,8.10311596682124,8.10184440320448,8.117478837064677,8.120382466351195,8.12282573658098,8.163225782334276,8.102092398676936,8.125792970403689,8.12416285273143,8.068874926393793,8.093045003217545,8.08861473637057,8.0770831413591,8.094821514092942,8.100604011348489,8.077874853307002,8.084924034514367,8.082675956881495,8.024036134365735,8.07468209177823,8.077936114486619,8.025784875808712,8.044086001262317,7.994269330628538,7.999158193307988,7.974956096570558,7.955335180333458,7.981877280394947,7.923084904287171,7.926937137971659,7.966745013543143,7.92772055107726,7.884508711947097,7.916355723971796,7.919190741648581,7.859902346474175,7.879869672506638,7.8628980635129935,7.772182614898809,7.8338413470754,7.852095437822081,7.799703636808392,7.797908046005153,7.787470808196857,7.836542366860533,7.734519885933299,7.724731434574646,7.710186505481544,7.737653038739336,7.715677119967087,7.751327878609705,7.732322488880744,7.71769559204583,7.653872774069488,7.605957807654401,7.65892992882733,7.6926410609183185,7.569575032961772,7.521903292685342,7.524969324972542,7.610051394972007,7.545031244495928,7.567428348702919,7.529805441324959,7.568345995169815,7.586946297002125,7.591260454288186,7.545029941489207,7.509913879804732,7.521651952121203,7.479613139879821,7.485612061804275,7.45467192460301,7.419990399725798,7.4629054645606985,7.401549360648439,7.452999244119627,7.473076265853868,7.393266083078284,7.321336759293444,7.447744799592478,7.381375283018315,7.42446619401798,7.397173354270203,7.3034372134602235,7.360565574624784,7.338336148934987
160,4.508824059042051,6.2805039530377265,6.9434952641719985,7.299791603970399,7.517657186706629,7.671746652186105,7.77885681950636,7.869891996748512,7.935836075865129,7.975989971546109,8.028239753938012,8.029254999004271,8.07616242456495,8.075861737092065,8.10698488396369,8.104962275824953,8.120385291037614,8.123184098504158,8.12619919139451,8.166314775553854,8.105315660517782,8.128749668159909,8.127044478395613,8.071912307370221,8.095889593583435,8.09144767032106,8.080117137884072,8.097761911713526,8.103112287945287,8.080916615515335,8.087620512022292,8.085442426896655,8.026714929354933,8.076740975716742,8.080684450886729,8.028807687219151,8.04670994696428,7.997058248490432,8.002121867069755,7.977910784935117,7.958480643528992,7.985016964464591,7.925836037567042,7.930163275997635,7.96957627387773,7.930722863139786,7.887362842941109,7.919233685954996,7.922077022541296,7.862762046714464,7.88276024196816,7.865675837589692,7.7748977420156855,7.836266839317206,7.8550495805081,7.802501020655496,7.800421819283173,7.789594591674603,7.838662401145842,7.737521892795254,7.727556729634845,7.713020042279685,7.73998613911586,7.718355309566775,7.753425024128823,7.734568164004342,7.720692974865207,7.656736321269144,7.608902326757453,7.661325072849625,7.695049371406079,7.572063769372606,7.524851385458226,7.527568457085161,7.612595267976597,7.547293112347332,7.5697126842439975,7.532418597076076,7.570786140132998,7.589157715296633,7.594031023650812,7.547748754826793,7.512851926922655,7.523991827984658,7.4825123861721226,7.488182447672913,7.457526496226665,7.422103258273788,7.465326467362979,7.404322073300899,7.455264028015632,7.47513387219724,7.395552116965972,7.323859092400131,7.450296143475027,7.384071955066611,7.427063580694081,7.3996254160594255,7.306286095670365,7.363093146637129,7.340737221358635
161,4.507910590465344,6.286953322761153,6.949817285989046,7.30540832914839,7.5231591081216695,7.677432730504709,7.782753942819013,7.874201008936436,7.940473218610473,7.9801060755778765,8.032564282014734,8.03329252276611,8.079596321776998,8.079840262637516,8.11076726689118,8.108412602096596,8.123815351375528,8.126193511913645,8.128965756549558,8.169020970654511,8.108584276193783,8.131551428946139,8.130609535679731,8.07513249213813,8.099037494896177,8.094239453653948,8.083333022505599,8.100463607117824,8.105961962618183,8.083713732099575,8.090867038621614,8.088294336701441,8.029473781819178,8.079479369254333,8.083567547589084,8.031734106480833,8.048821975648396,7.999987220226735,8.005102070387158,7.9810116632974575,7.961215906251699,7.9873588520960235,7.928749672377628,7.933105827452966,7.972769212607998,7.933101914490679,7.890073657049594,7.922175113829537,7.924650862789349,7.86534365373241,7.885800216029055,7.868234314420985,7.777940431003804,7.838673769239004,7.85789125534066,7.805468572133793,7.8031102352367965,7.792332333398734,7.841280606104879,7.739966226465222,7.730417990644755,7.7155321763415445,7.742216187061399,7.720453166824308,7.755996047200448,7.737007535720584,7.723419442894932,7.659309291616437,7.611488812115824,7.6644119298108135,7.697231659173205,7.574659873012052,7.527325143638468,7.530295316501515,7.615069639935172,7.549507143632607,7.572843482589326,7.5351979037328185,7.573148408395165,7.591522539933022,7.596633776450638,7.5500313262905445,7.515743168008961,7.526527608306933,7.485102797518053,7.490553953699818,7.460672837198514,7.424449662875136,7.467956642725856,7.406877789046218,7.457648695014427,7.4779078395015555,7.3979482578742335,7.326529982111561,7.4527116981200106,7.386835138418844,7.429673922817397,7.401961802880944,7.309021504276648,7.365762953206131,7.342936271862046
162,4.508339903352448,6.293127307149722,6.955983588508376,7.310641553271186,7.52813106145142,7.6830960147630405,7.787430052042079,7.879026236483868,7.944698269269466,7.984040998137617,8.035901567667606,8.037087065587205,8.083456846150836,8.083810347406786,8.114096908289733,8.11164172258041,8.127100327039294,8.129609407495074,8.132354167832487,8.172407390090441,8.111893670712293,8.134886063233804,8.133971880810725,8.07849825654788,8.102389559948923,8.097432972481279,8.08662800875949,8.10342799915028,8.108835208732053,8.086841064538254,8.093883205417473,8.090851138540685,8.032680745284686,8.08219725512576,8.08577634837168,8.034726232060754,8.051313985609083,8.00295501703927,8.007802052456821,7.983932265016769,7.963807842642937,7.989591577943955,7.931290743421812,7.936124808028375,7.975334462665743,7.935989393499817,7.893013207960825,7.924694229659853,7.927144023183427,7.868500964324874,7.8883950188963015,7.870343591039792,7.78100565404062,7.841195237224625,7.860327486520842,7.8077856040049864,7.804969251719368,7.794950277433819,7.843699687978748,7.742795107615783,7.733104245148017,7.718094640925289,7.744270294230771,7.722751913909917,7.758995695618772,7.73928519470398,7.726188397872366,7.66166323860579,7.61385958903046,7.667089118406024,7.6994825099004975,7.577140758743123,7.529470696428602,7.5327458844116215,7.617837056343765,7.552269302725015,7.575404046809899,7.537527470889624,7.575866500483754,7.593754541327147,7.5990352456004375,7.552595100904173,7.518657813605927,7.528955127861661,7.487349984816846,7.493188146567564,7.463879276814381,7.4274495918715795,7.470666994498247,7.409862216641522,7.459643086000107,7.479903256074215,7.400409407192138,7.328988173562555,7.454932168593597,7.389268118460766,7.432019584975148,7.4044941215942695,7.311665154836545,7.368559164439996,7.345516394841784
163,4.507552417798953,6.299610033275398,6.962271885534723,7.316224770731023,7.5338469703689155,7.688084002799482,7.792045264035703,7.883673145119023,7.9486651921471285,7.988582024652766,8.039691359341402,8.040706284188571,8.087427055427282,8.087664158616247,8.117988255319768,8.114868575795407,8.13026482378805,8.132487860155582,8.135059077042191,8.175038400327479,8.114968859584177,8.1382384609871,8.136764902716854,8.081689968700253,8.105497282850905,8.10000353831939,8.089406007697376,8.106676393221084,8.111551702048288,8.08962499484876,8.096903001371505,8.093393673791994,8.035542402912707,8.085042853042138,8.088547725358927,8.037519522147331,8.053838309513292,8.005845462412562,8.010587012627605,7.986126210491581,7.966483871394465,7.9918901775288465,7.934072142007686,7.9389297133950585,7.9776577686290775,7.938355550384116,7.8955654668026325,7.927352659135725,7.929731890371859,7.8708882673680565,7.891057940277955,7.87279360566244,7.7835643706160855,7.843761248827874,7.862866747461864,7.8104289100921145,7.807340268676005,7.797446414515501,7.846023872866968,7.745295367250168,7.735716612929494,7.720762039604405,7.746774932022003,7.725094759844146,7.761653477407472,7.741376242017521,7.728595797178299,7.664294111525971,7.616394933178435,7.669624806682892,7.701835678568564,7.579572924606231,7.532130572632027,7.535219370240551,7.620164850285176,7.554880420253015,7.57819271209857,7.540307443453646,7.578394531747996,7.59627932553461,7.601708813004779,7.555044923723704,7.521137333763613,7.531640478100731,7.489825183229177,7.495924706682062,7.466293530144413,7.4300651875440575,7.473214169770604,7.412265072255932,7.462035259687602,7.482249094397017,7.402878147609227,7.331487519779204,7.457290729694974,7.391720823521075,7.434310381429038,7.40675150298139,7.314308046398829,7.3710359951663795,7.347996214295639
