,eps=0.0,eps=0.01,eps=0.02,eps=0.03,eps=0.04,eps=0.05,eps=0.06,eps=0.07,eps=0.08,eps=0.09,eps=0.1,eps=0.11,eps=0.12,eps=0.13,eps=0.14,eps=0.15,eps=0.16,eps=0.17,eps=0.18,eps=0.19,eps=0.2,eps=0.21,eps=0.22,eps=0.23,eps=0.24,eps=0.25,eps=0.26,eps=0.27,eps=0.28,eps=0.29,eps=0.3,eps=0.31,eps=0.32,eps=0.33,eps=0.34,eps=0.35,eps=0.36,eps=0.37,eps=0.38,eps=0.39,eps=0.4,eps=0.41,eps=0.42,eps=0.43,eps=0.44,eps=0.45,eps=0.46,eps=0.47,eps=0.48,eps=0.49,eps=0.5,eps=0.51,eps=0.52,eps=0.53,eps=0.54,eps=0.55,eps=0.56,eps=0.57,eps=0.58,eps=0.59,eps=0.6,eps=0.61,eps=0.62,eps=0.63,eps=0.64,eps=0.65,eps=0.66,eps=0.67,eps=0.68,eps=0.69,eps=0.7,eps=0.71,eps=0.72,eps=0.73,eps=0.74,eps=0.75,eps=0.76,eps=0.77,eps=0.78,eps=0.79,eps=0.8,eps=0.81,eps=0.82,eps=0.83,eps=0.84,eps=0.85,eps=0.86,eps=0.87,eps=0.88,eps=0.89,eps=0.9,eps=0.91,eps=0.92,eps=0.93,eps=0.94,eps=0.95,eps=0.96,eps=0.97,eps=0.98,eps=0.99,eps=1.0
0,4.463715962468503,-0.03369905820630583,0.04338286027643622,0.08430195431023814,0.183617805312778,0.23414822570607915,0.2625945341615584,0.3455287489842747,0.36386115698286275,0.37442786928699145,0.41947027509689777,0.3627414944593715,0.5528525429079792,0.6142273906655844,0.5521011001007324,0.5900788490312072,0.624230917188749,0.7605583946880519,0.7510736661463904,0.7078892313368098,0.9164814634152197,1.0009427498767465,1.0492214211096222,0.9142457838929807,1.237597503029174,1.1586346258808906,1.2339240450823008,1.2738454162369062,1.3518148262530467,1.2716744987412332,1.2711027797032022,1.2894933254904903,1.3966712172969804,1.316740632929757,1.5169135981704274,1.5338472355779857,1.6282867226181064,1.639853518072107,1.8095270339607894,1.6958389565424499,1.6610089984450125,1.8213196901254587,1.7748201472529488,1.753747777183376,2.065472949599601,2.0260490699947376,2.09318217695726,2.057957125564088,2.050719608088645,2.061709227718348,2.2644765255105574,2.3839752739570157,2.421026281447467,2.490107299895427,2.5423952515598587,2.535844834832166,2.576020078379311,2.7413497601447236,2.8225810171800503,2.6780095699624598,2.7397517468916,2.759902649019917,2.847881745229545,2.7279598244182086,2.987858267070476,2.85755783084168,3.144567346996273,3.1003764389599637,3.064553803783346,3.038501155682551,3.210931614657902,3.1797660032902706,3.113659692426612,3.3895263230594552,3.2039993795495967,3.3420520272034104,3.3637996541671162,3.516098978607174,3.3441984049713036,3.511670595330536,3.4294675037339433,3.630586654188824,3.7730179633039134,3.7598955854531795,3.9168142901953753,3.7056690791444553,3.809252397698651,4.042707125051967,4.087508041196864,4.023056110040438,3.909158028011609,4.3495266042905145,4.061895643754457,4.143167203815215,4.227902962158785,4.143083223350779,4.2429498684226745,4.331028833913492,4.427872041728374,4.376741824194203,4.370367838946271
1,4.475135553618044,0.29162122823786346,0.30606996193829983,0.3716770986554566,0.4910592055274697,0.5447111340397998,0.6277398873326866,0.7120903130050581,0.7283618583796936,0.8276975214290273,0.8456002821523435,0.8165391399742578,1.024334845608291,1.0976332386271708,1.0013455543019734,1.0797801043681987,1.1583085885900872,1.206173360378383,1.2190921583747085,1.2268067301891659,1.4219614534826588,1.463132841786438,1.6109166548627907,1.4398639112216298,1.7566293812242364,1.792545546730135,1.8224628393029867,1.8916273361935119,1.8996098936690733,1.8972457997538517,1.8846403605255466,1.9360701488447813,2.110728336689588,1.9502585533010683,2.1077042159753243,2.2176308395087116,2.2524250914429236,2.225111139139658,2.416570892307498,2.2979647286138105,2.4235558004650826,2.452440533468532,2.4159287560509113,2.455293750220244,2.703828930336871,2.6342226346759023,2.7810031945047817,2.7576856413090134,2.6699369926159546,2.703085813358983,2.9032934931778214,2.9716609652082697,2.9845988956323786,3.094216281619438,3.181037937321931,3.139467604255833,3.132934324230607,3.25434181444383,3.2988988467352347,3.2544886991667448,3.29906076366619,3.3203212448715904,3.3440022618300067,3.3398928289849192,3.5097680518419474,3.452742962859365,3.682372377179783,3.7086244234850625,3.52388258985171,3.569390035062925,3.676687499988725,3.70260239587915,3.5872340715590045,3.7665331966480675,3.7034137741195607,3.8145194450381026,3.827523015642258,3.8825782634512045,3.837671823481111,3.8836403296297117,3.7860447805645365,4.064374156565644,4.071891545093738,4.072814143827242,4.2773615136738465,4.079439200429156,4.045579156712426,4.305781249244415,4.303869974870858,4.1553712063369455,4.14174019187981,4.386064553918444,4.238236002162394,4.335831794827245,4.332316569296772,4.257149256260582,4.3707113361174725,4.462257208086139,4.441078326880624,4.489298744929241,4.422132274708457
2,4.493003488730056,0.4627779246142342,0.5108606347120147,0.5795049923465161,0.6921690688048493,0.7721968363980051,0.8641877904368559,0.9696143077254752,1.010303331108564,1.1370915329725007,1.1565988715617332,1.1306343993629524,1.3697562308989415,1.4169224561871032,1.3485523946827138,1.45526701708332,1.4954391365168604,1.5942783767392226,1.6182269669404457,1.6366729054588929,1.8473415103269482,1.855421000998071,2.0105180563596217,1.8797416079987548,2.148377700152279,2.234187705409914,2.292562780563899,2.377433900382217,2.342689264152783,2.3275488724054463,2.355381798062022,2.4194830886091134,2.567280344528909,2.4056804506501464,2.5219320265854956,2.681835241696766,2.687488257755548,2.686242325110656,2.8456203854359585,2.780899011896689,2.891512769302544,2.8888954157958677,2.8922058673188737,2.9839327468227808,3.175559737891718,3.123054258681071,3.2010439281675493,3.2438120106900272,3.1770353001573532,3.2021090264452425,3.3385228658120902,3.4086458513995237,3.3987926552513144,3.527438894936507,3.667066517687311,3.5702112791783778,3.5237517268776415,3.5897791973081525,3.6790591079940627,3.6762148062497526,3.709819660117833,3.714725078318284,3.7465849805534837,3.739247548015991,3.8529822586965414,3.867393178143802,4.008525943234438,3.9976012206204654,3.8842703435412687,3.902389971656397,3.9506245037987493,3.9965408063700467,3.907265775868557,4.086833848435099,3.9954321004039848,4.122970799584172,4.040967939365394,4.1404345189749225,4.125717724133809,4.102740785569244,4.087949389267343,4.31439313628819,4.2521951062155425,4.306118999236192,4.447495655025498,4.29689292730152,4.225898516108779,4.431913186107835,4.431155309867764,4.298528681267113,4.345308194615626,4.512974932450336,4.301498472648379,4.402795855438541,4.3967887415249995,4.353208312346399,4.4034542391171545,4.461898761918762,4.448523299168914,4.494581565535361,4.491111623447191
3,4.514240098187331,0.57677247575787,0.651851907714652,0.7371879352126807,0.8279795795703986,0.9343233111203874,1.0410800219107177,1.1900450691191997,1.2072333957291608,1.3821848361166555,1.3989215311565444,1.393953665466773,1.6439505342570797,1.6868825979586592,1.6213736867872028,1.7657082413866134,1.809837081228593,1.9169776946217711,1.9089685435147572,1.9679945617999344,2.171713289049611,2.1762753696172923,2.3651927780389146,2.261844664932599,2.4938487294469858,2.590637161298574,2.676535913769404,2.731366354220858,2.6945878679461703,2.6864463644880963,2.756356146701689,2.7822292864125386,2.9419612017739567,2.828849586337804,2.898579797694436,3.0376057911061753,3.041225305957497,3.046022818162104,3.186387798890587,3.158892150485624,3.266430857061738,3.2645108418709023,3.25996600228671,3.368014398863207,3.510467712036146,3.4865475462699815,3.5420954529754898,3.624066413793761,3.560423409405066,3.6003848006615415,3.723860222354507,3.7826511036888815,3.7238177959657084,3.8579167511574157,3.959126921115758,3.8481929829968626,3.871778016062603,3.9129823424596544,3.972759016670172,3.999608020202279,3.9934920541053667,3.946470838531158,4.045505747761454,4.039179943026101,4.111668225056645,4.131551916290929,4.223123514920315,4.226202812962629,4.160713129656287,4.102370581619921,4.196650395672756,4.218532846899339,4.209869776364899,4.278688717236808,4.202097991611258,4.3218009062692735,4.31369382719821,4.355343021139022,4.3307597028724105,4.299202673845013,4.286460313112035,4.458016158777289,4.419514626260291,4.427748492696495,4.546373556971133,4.397119143893892,4.333498404878022,4.539600823522366,4.486033747700872,4.378149751367766,4.492346958071505,4.558230695785902,4.384840923977999,4.463774885012508,4.399535981478532,4.3925875993270305,4.405589818513755,4.497051273919561,4.482239985418388,4.505386157747788,4.461378934734071
4,4.52829930753851,0.6660297640940588,0.7719911574148962,0.8628143060824054,0.9488720602444171,1.0821851545735752,1.1990108960209005,1.3456540570939226,1.3925531290216924,1.5888104014558415,1.6118504327425518,1.6040278250504678,1.8739425095729405,1.9186632718464751,1.8694208065837679,2.0342010443209135,2.0809541561196445,2.190972820395592,2.170215430352548,2.2536596907547897,2.4473866383499545,2.4913754614589227,2.660012483685738,2.5730198190916966,2.790079359939573,2.8890634017589596,2.9709505668268235,3.031426192288126,3.0024666985273893,3.012235094315967,3.0869313084647185,3.0690785577118738,3.2539094811178937,3.157474002800725,3.2372720368511816,3.349390755810826,3.366988102065571,3.3626045875355715,3.497476448040558,3.4735162160026594,3.6081398382896284,3.5797628970082376,3.56190437125495,3.6800833794446164,3.8069230654258415,3.7927626302828794,3.8328024527309443,3.9191064453640965,3.849518997524122,3.8711241886815393,4.017668381259991,4.060506531519123,3.9973961569051824,4.129372067459149,4.23510534144282,4.111000522528982,4.133396966455887,4.147386853097448,4.167280783886874,4.227327944821696,4.258090333774399,4.174856006385824,4.259928035138639,4.254524739471535,4.332769713127562,4.3341079656876875,4.418828253218052,4.390830137353166,4.329884058664686,4.304486698850772,4.326915178714144,4.398264695213506,4.3434584866843045,4.457683796071337,4.364307546395946,4.4445563040278415,4.457079105273037,4.530224660881509,4.473282859309238,4.463404904415432,4.439156113357282,4.626549983605525,4.572614160996886,4.513975308235992,4.632508707009464,4.505951569137254,4.4473686942461645,4.577037987100796,4.505968749934407,4.433618190170109,4.584503820205003,4.595992655488084,4.463521680546941,4.522563520743692,4.427777768265515,4.485825875100253,4.461990812630119,4.521464787130265,4.531557707509222,4.5044889273030755,4.453808599935783
5,4.537976742293693,0.7561103588914899,0.87159851609945,0.9786095323950382,1.0460474993943576,1.191614543347043,1.335583282595664,1.4884221813744667,1.5570021226347825,1.7632426730691406,1.8052568263222242,1.8002662071067403,2.071166115981632,2.117321971438953,2.0790825340419716,2.2718067219951603,2.317951001892435,2.4045982936039345,2.3930554563712696,2.513505221570944,2.6906682800681985,2.759897378747349,2.9102455590683496,2.828187516303874,3.0494159412378394,3.1283790629810415,3.2289195490894023,3.285257755948591,3.270467262516911,3.294640417994433,3.3643461756419546,3.355364178859313,3.5171513705266113,3.4542805601387188,3.525197111667484,3.622847826336712,3.626907103841153,3.645039323622914,3.787855886931112,3.7673728864967546,3.863035723649458,3.8415279207232422,3.8164214012665814,3.949253511479681,4.038762755242737,4.036213731809595,4.081811694915351,4.1527265888255505,4.100823241312729,4.107481629428378,4.266896551290118,4.293199890435749,4.226401625804427,4.343723872836188,4.425130988299775,4.341675225372312,4.325216008623642,4.348550199240746,4.337073129558683,4.413015912755166,4.453139914359459,4.3586344044598535,4.44870361503956,4.428285822799176,4.472498432929452,4.510887563488226,4.580160715688573,4.518232403907638,4.498047413970303,4.46387103492115,4.483264774908825,4.539061834818879,4.476312309554904,4.5822049608434,4.5219200932625725,4.554409983565331,4.6069443816256594,4.618819434366758,4.566794124716368,4.584539966921881,4.557262641189461,4.713816280159635,4.657604848939098,4.587991270560746,4.667409372656525,4.590610739317731,4.510238316197339,4.646484422827142,4.55095379678008,4.515059463122991,4.627519165142803,4.61962264268942,4.5218062515378765,4.546227579648798,4.457195127695059,4.514406944917412,4.489970230689709,4.5293225488905815,4.502146938729512,4.513852482114783,4.479621139014454
6,4.544125969311619,0.8258756549137473,0.9625255781021403,1.0734583793255148,1.1472762236098863,1.2973102300837658,1.4663906861762406,1.6154151082185224,1.708910552870558,1.9124042086314699,1.9797940708389399,1.9818132914944837,2.270830224392001,2.2925470563250854,2.285431097052131,2.486889372540439,2.5278783334636317,2.609531628002553,2.603970211330485,2.7663477437156367,2.9247493136618368,2.9966507186810314,3.1435693337539763,3.0739167763150643,3.298335126819943,3.3533933295331146,3.471460241268035,3.5177014164183946,3.4945871880634485,3.5437991411183023,3.596027992205248,3.595125257474054,3.7687499278380256,3.6936874881464825,3.7699549037450946,3.862528442771414,3.8532990064798374,3.8823722990915206,4.025161712107364,3.9969620270289856,4.097072079168618,4.063162925484718,4.03292128666416,4.183884271265044,4.238736602821674,4.252018411523878,4.294897990008184,4.3222918128390635,4.290740163741407,4.303447979482918,4.444119484921403,4.480544143739031,4.402053868837133,4.519484700075924,4.573387509512209,4.522813540346718,4.519255561813702,4.510099800023286,4.5136221460930965,4.5936776833817445,4.629791205165287,4.511934335047569,4.600547811981471,4.5635566472297455,4.617670635635178,4.640665688827288,4.688425785023103,4.652206170849316,4.647712425039437,4.589422105560978,4.593654646765999,4.652976286506244,4.585944057317406,4.688196554657721,4.63127618329218,4.652678230665843,4.703144635455965,4.6750028007266655,4.654960552752446,4.661522648815404,4.625403829462469,4.779197501826641,4.706368952919843,4.631837384466356,4.732316393114063,4.631654108590966,4.5617642056473064,4.692501400853496,4.589184919940064,4.553485904909269,4.667877442205286,4.650417919097278,4.570847505459098,4.583039226494889,4.490423105056662,4.526546817652111,4.506067544291898,4.519186529130081,4.50615676491646,4.511671528372943,4.474817166442087
7,4.552050582493556,0.8800062507659856,1.0340708775679865,1.149495484223437,1.2280039255344326,1.4109924438760246,1.5885032375137333,1.7335222406811563,1.84631264266177,2.05483859936075,2.149909284859961,2.1584341468047192,2.4474359824247713,2.465470722524949,2.473877103149328,2.6909874863123244,2.721681238644489,2.801721239899972,2.809377950672931,2.968463014412334,3.134077181398384,3.2131579441413085,3.367550499869395,3.2933667001637623,3.5023139583538607,3.551410349137305,3.6735248787310146,3.7164663346890037,3.722925352639,3.768306209894574,3.8122035045452005,3.8149750493080425,3.9774130248250255,3.9207518391687133,3.9875563249421306,4.081354273537495,4.052812854171861,4.088715498696035,4.225305789023313,4.184646309393173,4.29115464063895,4.24239165284367,4.2454863030551095,4.374580487165029,4.4254087221754155,4.4356231736239105,4.471465643845619,4.497145671459729,4.441230966671384,4.476248562484717,4.58975473774453,4.643559288910744,4.5696979536717075,4.672696323595511,4.700221593575061,4.656366570441547,4.666345848716169,4.645128460218455,4.6397853106250055,4.6999696004872416,4.769433448093844,4.657359638845811,4.7404940884737155,4.6805389023069415,4.743845580697356,4.746312743083648,4.796001959126865,4.743292145872366,4.737457940735426,4.699998588272939,4.690792053592529,4.742186886745075,4.693541828104057,4.754395920740279,4.70543999320606,4.730510788949914,4.778134381656682,4.753346414805628,4.733650348718677,4.721059494939545,4.705371636908301,4.84704575273974,4.768882008369202,4.685916595789385,4.781654234263872,4.702061882085954,4.6122914012921585,4.695504478057761,4.611014547414654,4.612853304626603,4.698515962503878,4.669867150549012,4.592255069479157,4.61755734135328,4.519317613137793,4.545669898811056,4.519782402267691,4.530843997794671,4.512668764274678,4.522025302101838,4.477517451389678
8,4.554120551041747,0.9287027539742991,1.0955960356599364,1.2294170476927384,1.3079821895171126,1.5124828862226722,1.6968834452671722,1.8503150433835909,1.9751295795301413,2.1902827523171013,2.3029396110114844,2.320909825802511,2.6082644778938784,2.629969587080773,2.6547903649830826,2.8626887802740226,2.9029941777650796,2.983716293113098,2.989252875027017,3.1566200562510005,3.3290476692575166,3.387103103705311,3.5713891494630365,3.498275360152062,3.6865489603812707,3.741797511204654,3.867763581151503,3.896550685656847,3.913712017438409,3.971528340107342,3.995376405298282,4.013321485632703,4.180701022103644,4.125192249300858,4.154464702010233,4.257200420374621,4.250196635681583,4.270380328312579,4.400120309931779,4.354320054080462,4.453997622116528,4.399545876490808,4.428028422168284,4.53282003379062,4.583409799390858,4.585235229037494,4.643625444971354,4.655803092416602,4.594649357484221,4.608675804108618,4.729892651325891,4.791290600263038,4.70476683332098,4.814556998478244,4.805609976052591,4.782063234129457,4.8040566233400765,4.787157147037599,4.765741283145632,4.801949008648585,4.881519877478711,4.76975262307799,4.8472918439651425,4.789992642425593,4.841443329842397,4.852506613895281,4.885333821638095,4.825329915006342,4.82606074948954,4.778609293375282,4.779344810143907,4.82859757625347,4.781901551182851,4.826443715859042,4.790666869337735,4.797845762293371,4.859477696140954,4.801294311147917,4.768954456345226,4.788406675168712,4.740889730006721,4.87814931514791,4.8117102168747845,4.7530652668187905,4.8026653266618675,4.730851565394535,4.646786806605319,4.721955201109811,4.65673111873351,4.643151037354207,4.734962686471639,4.682645611261531,4.6140345968156,4.614752200226941,4.531275217009451,4.560664653301115,4.523017137538642,4.541409094951749,4.507588030912658,4.529310460903809,4.4814169740078444
9,4.557879319216451,0.9695517777042161,1.1491017558215029,1.3080437848267563,1.3898835694684077,1.6173865278430335,1.8081178692812685,1.9666078977457202,2.094183030969572,2.321306719317044,2.4486024566036644,2.476933339749241,2.7599633047591885,2.7722751360187843,2.824942230318111,3.031146458595049,3.078354526168911,3.154370802593721,3.169276287225689,3.3498675286273976,3.5047242123074187,3.5629869147087483,3.737952740123191,3.682303077329487,3.851815506881905,3.906057353107238,4.050698263704652,4.049771025369356,4.099375802367182,4.1444448715099185,4.158927603322113,4.17498022290329,4.363026850685673,4.3097726595863675,4.31922615575374,4.41592121510364,4.422442107738505,4.41404091938515,4.556705646024187,4.521362786666613,4.6005966493313055,4.574265890937829,4.584453336410689,4.678175491940387,4.726082613930273,4.731772248759974,4.779740047945616,4.790037103249644,4.728663120338287,4.743110427900061,4.841066920927711,4.89227730924602,4.840736383693802,4.926894146138702,4.905744931119254,4.895167098405483,4.915710911269749,4.878520223260978,4.8729291514567485,4.89446647606633,4.985001363588083,4.867507267881156,4.928516866863858,4.881717666358732,4.9144826675253235,4.924288691442785,4.9504510646926425,4.9315960470021025,4.887405665997829,4.852566772117305,4.872202808209073,4.902727959016832,4.841557391028708,4.8726412581544825,4.853383802999313,4.848395628455792,4.896077240968538,4.846679637327405,4.819566824914799,4.827169148324316,4.775020831101211,4.8920405160812965,4.853268289769914,4.805313200665892,4.829256171557307,4.774290854833819,4.671773404511571,4.741011114744569,4.6822183581177566,4.652777045159032,4.730391838139268,4.684190674558685,4.627097273025552,4.639182254533021,4.539558859635546,4.572050790692893,4.519032411224454,4.551302212091236,4.523879028033863,4.518657372994114,4.491519337330051
